Units,Simplified,Name,Header,Confidence,Path,File
pa,pa,storage modulus,storage modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L268_S9_Chen_2007.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
mpa,mpa,Loss Modulus,Loss Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
hz,hz,Lo,Log[frequency (Hz)],1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Log(loss factor),Log(loss factor),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
w/g,w/g,Heat Flow,Heat Flow (W/g),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\L271_S7_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
mpa,mpa,Loss Modulus,Loss Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
hz,hz,Lo,Log[frequency (Hz)],1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Log(loss factor e''),Log(loss factor e''),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Permittivity,Permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
(dimensionless),(dimensionless),Loss Factor,Loss Factor,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
degc,celsius,Temperature,Temperature (deg C),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
w/g,w/g,Heat Flow,Heat Flow (W/g),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\L271_S8_Sun_2004.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S1_Wu_2005.xml
pa,pa,storage modulus,storage modulus ( Pa ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S1_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S1_Wu_2005.xml
(dimensionless),(dimensionless),tangent delta,tangent delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S1_Wu_2005.xml
(dimensionless),(dimensionless),strain (%),strain (%),1,PROPERTIES/Mechanical/Shear/ShearModulus/data,/Users/jafac/xmlALL\xmlFULL\L272_S2_Wu_2005.xml
kpa,kpa,shear modulus,shear modulus (KPa),1,PROPERTIES/Mechanical/Shear/ShearModulus/data,/Users/jafac/xmlALL\xmlFULL\L272_S2_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S2_Wu_2005.xml
pa,pa,storage modulus,storage modulus ( Pa ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S2_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S2_Wu_2005.xml
(dimensionless),(dimensionless),tangent delta,tangent delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S2_Wu_2005.xml
(dimensionless),(dimensionless),strain (%),strain (%),1,PROPERTIES/Mechanical/Shear/ShearModulus/data,/Users/jafac/xmlALL\xmlFULL\L272_S3_Wu_2005.xml
kpa,kpa,shear modulus,shear modulus (KPa),1,PROPERTIES/Mechanical/Shear/ShearModulus/data,/Users/jafac/xmlALL\xmlFULL\L272_S3_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S3_Wu_2005.xml
pa,pa,storage modulus,storage modulus ( Pa ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S3_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S3_Wu_2005.xml
(dimensionless),(dimensionless),tangent delta,tangent delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S3_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S4_Wu_2005.xml
pa,pa,storage modulus,storage modulus ( Pa ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S4_Wu_2005.xml
c,celsius,temperature,temperature ( C ),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S4_Wu_2005.xml
(dimensionless),(dimensionless),tangent delta,tangent delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L272_S4_Wu_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S1_Wang_2005.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S1_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S1_Wang_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S1_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S2_Wang_2005.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S2_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S2_Wang_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S2_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S3_Wang_2005.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S3_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S3_Wang_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S3_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S4_Wang_2005.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S4_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S4_Wang_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S4_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S5_Wang_2005.xml
mpa,mpa,Storage Modulus,Storage Modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S5_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S5_Wang_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L273_S5_Wang_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S10_Goh_2003.xml
mpa,mpa,Storage modulus,Storage modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S10_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S10_Goh_2003.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S10_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S11_Goh_2003.xml
mpa,mpa,Storage modulus,Storage modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S11_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S11_Goh_2003.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S11_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S1_Goh_2003.xml
mpa,mpa,Storage modulus,Storage modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S1_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S1_Goh_2003.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S1_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S1_Goh_2003.xml
mpa,mpa,Loss modulus,Loss modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S1_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S2_Goh_2003.xml
mpa,mpa,Storage modulus,Storage modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S2_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S3_Goh_2003.xml
mpa,mpa,Storage modulus,Storage modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S3_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S3_Goh_2003.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S3_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S3_Goh_2003.xml
mpa,mpa,Loss modulus,Loss modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S3_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S4_Goh_2003.xml
mpa,mpa,Storage modulus,Storage modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S4_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S4_Goh_2003.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S4_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S4_Goh_2003.xml
mpa,mpa,Loss modulus,Loss modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S4_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S5_Goh_2003.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S5_Goh_2003.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S5_Goh_2003.xml
mpa,mpa,Loss modulus,Loss modulus (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L274_S5_Goh_2003.xml
