Units,Simplified,Name,Header,Confidence,Path,File
mpa,mpa,E',E' (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S10_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S10_Fidelus_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S10_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S1_Fidelus_2005.xml
mpa,mpa,E',E' (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S1_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S1_Fidelus_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S1_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S2_Fidelus_2005.xml
mpa,mpa,E',E' (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S2_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S2_Fidelus_2005.xml
(dimensionless),(dimensionless),tan delta,tan delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S2_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S3_Fidelus_2005.xml
mpa,mpa,E',E' (MPa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S3_Fidelus_2005.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L118_S3_Fidelus_2005.xml
